case_id,transaction_amount,customer_account_age_days,previous_chargebacks,previous_refunds,customer_order_count,dispute_reason,payment_verified,authentication_verified,delivery_confirmed,otp_verified,tracking_available,shipping_address_match,billing_address_match,device_consistent,transaction_authenticated,customer_identity_verified,evidence_count,evidence_completeness,evidence_consistency,response_time_hours,merchant_response_quality_score,defense_success
CASE205656,45.9,1068,0,1,16,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,1,1,1,1,0,1,8,88.3,56.8,25.3,67.5,1
CASE205657,39.01,655,0,0,8,REFUND_NOT_RECEIVED,1,1,0,1,0,0,1,1,0,1,6,59.3,55.8,45.7,56.8,1
CASE205658,43.47,405,0,1,2,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,1,0,1,9,86.3,72.5,34.1,81.1,1
CASE205659,25.07,1231,1,1,22,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,87.5,99.7,40.5,87.0,0
CASE205660,38.01,802,0,2,14,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,100.0,100.0,55.8,74.8,0
CASE205661,47.99,547,2,1,9,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,1,0,1,1,1,1,8,85.7,87.2,33.4,71.3,1
CASE205662,56.31,392,0,1,8,TRANSACTION_NOT_RECOGNIZED,0,1,1,1,0,0,1,1,1,1,7,79.5,81.8,21.4,78.9,1
CASE205663,101.95,114,3,2,2,REFUND_NOT_RECEIVED,1,0,1,0,0,1,1,1,1,1,7,64.7,100.0,22.4,52.0,1
CASE205664,52.41,410,1,4,5,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,0,1,1,1,9,85.1,59.4,43.6,89.8,1
CASE205665,71.34,85,1,1,1,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,0,9,95.9,100.0,30.2,76.8,1
CASE205666,64.84,42,1,0,1,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,0,0,1,8,73.4,42.8,28.0,94.2,0
CASE205667,26.38,730,1,1,20,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,1,0,0,1,0,0,4,30.1,22.0,58.2,69.8,0
CASE205668,29.31,415,2,0,6,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,0,0,1,8,77.8,58.2,45.0,89.2,1
CASE205669,17.72,449,0,0,8,DUPLICATE_TRANSACTION,1,1,1,1,1,0,1,1,1,0,8,69.5,72.4,23.6,87.7,1
CASE205670,47.17,614,0,0,12,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,1,0,0,8,80.1,77.9,21.8,43.2,0
CASE205671,44.71,699,3,1,8,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,0,1,1,1,1,9,100.0,89.7,40.9,86.4,1
CASE205672,22.82,96,1,2,1,PRODUCT_NOT_RECEIVED,0,1,1,0,1,0,1,1,1,0,6,52.5,76.1,18.1,65.1,1
CASE205673,68.83,485,1,1,13,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,100.0,79.0,23.2,83.0,0
CASE205674,36.04,763,1,2,15,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,1,1,1,0,8,81.1,100.0,37.9,67.3,1
CASE205675,11.48,419,2,1,4,PRODUCT_NOT_RECEIVED,0,1,1,1,0,1,1,1,1,0,7,73.8,89.1,24.6,79.6,1
CASE205676,134.42,672,3,1,15,DUPLICATE_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,90.5,96.1,25.5,81.1,1
CASE205677,67.45,566,1,1,13,FRAUDULENT_TRANSACTION,0,0,1,1,1,1,1,1,1,0,7,74.1,100.0,32.5,66.0,1
CASE205678,48.7,621,1,3,8,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,1,1,1,0,7,57.0,100.0,59.2,62.0,1
CASE205679,59.57,2518,2,0,47,REFUND_NOT_RECEIVED,1,0,0,1,0,1,1,1,1,1,7,64.6,99.7,22.6,46.3,0
CASE205680,90.72,634,1,2,14,PRODUCT_NOT_RECEIVED,1,1,1,0,1,0,0,0,1,0,5,43.2,25.2,30.6,42.7,1
CASE205681,103.15,386,1,1,9,PRODUCT_NOT_RECEIVED,1,1,1,1,0,1,1,1,1,0,8,78.9,100.0,29.3,43.2,0
CASE205682,54.55,820,1,0,17,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,82.7,100.0,68.9,45.6,1
CASE205683,115.08,1446,1,0,26,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,1,0,1,8,87.8,78.5,43.3,76.2,1
CASE205684,25.6,605,2,4,9,REFUND_NOT_RECEIVED,1,1,0,1,0,0,0,1,0,1,5,50.8,29.9,58.3,49.8,0
CASE205685,62.59,1132,3,0,19,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,1,1,1,0,8,72.3,100.0,67.7,45.1,0
CASE205686,57.75,216,1,0,3,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,1,9,77.0,76.7,57.7,89.5,1
CASE205687,64.19,983,0,0,19,DUPLICATE_TRANSACTION,0,0,1,1,1,1,1,1,1,0,7,67.8,100.0,77.5,78.8,1
CASE205688,35.19,107,0,2,2,REFUND_NOT_RECEIVED,1,0,1,1,1,0,0,0,1,0,5,50.9,37.0,44.2,39.8,0
CASE205689,49.17,221,1,0,2,REFUND_NOT_RECEIVED,1,1,0,0,1,1,1,0,0,0,5,49.4,53.7,56.4,66.9,0
CASE205690,16.28,862,0,1,12,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,0,0,1,1,1,1,6,62.1,72.6,33.7,50.7,0
CASE205691,35.31,988,0,1,13,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,1,1,0,8,77.4,95.5,36.0,69.5,0
CASE205692,73.48,732,0,1,14,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,0,8,77.9,72.7,94.5,52.8,0
CASE205693,74.27,323,1,1,2,FRAUDULENT_TRANSACTION,0,1,0,0,0,1,0,0,0,0,2,21.5,16.7,66.9,49.2,0
CASE205694,22.55,138,0,1,6,PRODUCT_NOT_RECEIVED,1,1,1,1,1,0,1,1,0,1,8,77.3,46.8,89.7,90.4,1
CASE205695,144.44,1326,0,1,31,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,0,1,0,1,1,7,70.0,56.7,41.1,63.8,0
CASE205696,57.65,486,0,1,11,REFUND_NOT_RECEIVED,0,0,1,0,1,0,1,1,1,1,6,58.0,80.1,55.1,57.2,0
CASE205697,88.77,1119,0,3,19,REFUND_NOT_RECEIVED,1,0,1,1,1,0,1,1,1,1,8,91.1,77.0,28.9,50.9,1
CASE205698,32.71,11,0,1,4,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,86.6,96.7,37.2,83.8,0
CASE205699,30.27,944,0,1,19,PRODUCT_NOT_RECEIVED,0,1,1,0,1,1,1,1,1,1,8,84.2,97.5,39.6,64.8,0
CASE205700,60.22,1026,1,1,18,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,1,1,1,1,1,9,87.7,86.8,31.5,76.6,1
CASE205701,66.39,612,0,0,17,FRAUDULENT_TRANSACTION,0,0,1,1,0,1,1,1,1,1,7,73.0,100.0,78.0,48.6,0
CASE205702,126.67,1367,1,0,27,REFUND_NOT_RECEIVED,0,1,1,0,1,1,1,1,1,0,7,71.0,79.2,20.9,96.4,1
CASE205703,51.5,3505,1,0,54,REFUND_NOT_RECEIVED,1,1,0,1,0,1,1,0,0,0,5,50.5,68.8,16.2,65.4,1
CASE205704,76.38,1632,1,0,30,REFUND_NOT_RECEIVED,0,1,1,1,1,1,1,1,1,1,9,82.3,100.0,49.4,80.7,1
CASE205705,33.76,303,0,2,5,PRODUCT_NOT_AS_DESCRIBED,0,1,0,0,1,1,1,1,1,1,7,66.6,100.0,36.5,74.5,1
CASE205706,31.54,1105,2,1,23,DUPLICATE_TRANSACTION,0,1,0,1,1,0,1,1,1,0,6,56.5,75.8,111.1,60.6,0
CASE205707,27.32,440,0,3,5,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,1,1,1,10,100.0,95.2,21.4,94.1,1
CASE205708,110.05,882,2,0,21,DUPLICATE_TRANSACTION,1,1,1,0,0,1,1,0,0,0,5,40.1,30.9,85.0,58.9,0
CASE205709,51.36,645,0,3,11,PRODUCT_NOT_RECEIVED,1,1,1,1,0,1,1,1,1,0,8,75.7,99.4,14.8,62.1,1
CASE205710,56.84,323,1,1,1,FRAUDULENT_TRANSACTION,1,1,1,1,1,0,1,1,1,0,8,73.1,50.4,66.7,45.0,1
CASE205711,91.65,222,0,1,1,FRAUDULENT_TRANSACTION,0,0,1,1,1,1,0,1,1,1,7,65.7,70.8,30.2,60.9,0
CASE205712,56.26,613,1,0,14,PRODUCT_NOT_RECEIVED,1,1,0,0,1,0,0,0,1,0,4,39.1,32.0,95.7,67.8,0
CASE205713,36.72,796,1,0,16,FRAUDULENT_TRANSACTION,0,0,1,0,1,1,0,0,1,1,5,40.7,45.7,22.5,65.8,1
CASE205714,20.79,1628,1,1,33,PRODUCT_NOT_RECEIVED,1,1,0,1,0,1,1,1,0,0,6,55.0,79.1,46.0,60.8,1
CASE205715,74.34,713,0,0,12,PRODUCT_NOT_AS_DESCRIBED,0,1,0,1,1,1,1,0,1,0,6,64.7,84.0,56.5,82.8,1
CASE205716,68.85,1348,0,3,20,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,92.4,80.3,57.5,58.2,0
CASE205717,124.21,790,1,0,16,DUPLICATE_TRANSACTION,1,0,0,1,1,1,0,0,1,1,6,56.8,39.2,84.0,68.1,0
CASE205718,56.03,404,2,2,10,PRODUCT_NOT_RECEIVED,1,0,1,0,1,0,1,1,0,1,6,59.0,41.0,28.3,82.8,0
CASE205719,18.89,1167,2,1,34,TRANSACTION_NOT_RECOGNIZED,0,0,1,0,0,1,1,1,1,0,5,50.1,99.5,202.3,68.5,0
CASE205720,39.9,197,1,0,5,REFUND_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,86.1,100.0,50.9,57.9,1
CASE205721,38.62,938,0,0,20,PRODUCT_NOT_RECEIVED,0,0,1,0,1,1,1,0,1,1,6,50.2,72.2,22.7,49.7,1
CASE205722,41.19,1448,0,0,19,PRODUCT_NOT_AS_DESCRIBED,0,1,0,1,1,0,0,1,0,1,5,52.4,30.1,35.8,66.8,0
CASE205723,130.47,860,0,1,16,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,0,0,1,8,77.0,44.3,14.1,61.7,1
CASE205724,42.31,340,0,1,6,DUPLICATE_TRANSACTION,1,1,1,1,1,0,1,1,0,0,7,66.0,51.7,29.5,80.6,0
CASE205725,57.3,445,4,3,8,DUPLICATE_TRANSACTION,1,0,1,1,1,0,0,0,1,1,6,51.2,25.3,45.5,76.5,1
CASE205726,41.02,1017,0,2,19,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,0,1,0,1,0,0,5,52.5,49.7,74.1,63.1,0
CASE205727,178.08,987,1,1,16,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,98.1,90.7,72.9,71.0,0
CASE205728,56.44,687,0,0,13,PRODUCT_NOT_RECEIVED,0,0,0,0,1,0,1,1,1,1,5,47.2,74.7,102.4,65.2,0
CASE205729,105.64,307,1,1,4,TRANSACTION_NOT_RECOGNIZED,0,1,1,1,1,1,1,0,0,0,6,52.2,27.3,20.9,61.1,0
CASE205730,133.18,233,2,0,2,FRAUDULENT_TRANSACTION,1,0,1,1,1,0,0,1,1,1,7,73.6,39.8,44.6,85.9,0
CASE205731,48.17,1416,0,0,18,REFUND_NOT_RECEIVED,1,0,1,1,1,1,1,1,0,1,8,81.0,100.0,25.4,83.3,1
CASE205732,74.93,873,2,0,14,FRAUDULENT_TRANSACTION,0,1,0,0,0,1,1,1,0,0,4,36.8,74.8,12.9,54.0,1
CASE205733,75.86,987,1,2,19,REFUND_NOT_RECEIVED,1,0,1,0,0,0,0,1,0,0,3,21.8,39.4,154.9,56.1,0
CASE205734,20.76,314,0,3,5,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,1,0,1,0,1,0,5,38.6,72.0,29.3,55.0,0
CASE205735,30.53,312,1,2,6,TRANSACTION_NOT_RECOGNIZED,0,0,0,0,1,1,1,1,0,1,5,58.2,100.0,47.6,48.8,1
CASE205736,24.51,522,0,0,11,PRODUCT_NOT_RECEIVED,0,1,1,0,1,1,1,1,0,1,7,66.8,70.8,18.6,73.6,1
CASE205737,50.84,1033,0,0,19,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,1,1,0,1,1,0,6,68.7,72.7,34.0,63.9,1
CASE205738,23.73,1664,1,0,28,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,1,1,1,1,1,9,98.1,99.6,46.1,61.3,0
CASE205739,44.39,156,5,1,2,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,0,1,0,1,0,6,62.2,31.0,40.8,45.7,0
CASE205740,51.75,2146,0,1,46,REFUND_NOT_RECEIVED,0,1,1,1,0,0,1,1,1,1,7,74.0,71.0,22.1,47.5,0
CASE205741,155.37,1925,0,1,30,PRODUCT_NOT_AS_DESCRIBED,0,1,1,1,1,1,1,1,0,0,7,74.3,58.4,67.2,55.2,1
CASE205742,34.71,1489,1,1,30,REFUND_NOT_RECEIVED,1,0,1,1,1,1,1,0,1,1,8,77.2,82.5,28.1,60.3,1
CASE205743,72.84,783,1,1,10,REFUND_NOT_RECEIVED,0,1,0,1,0,1,1,1,1,0,6,60.6,100.0,22.0,88.5,1
CASE205744,82.32,1198,0,2,19,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,0,0,1,7,74.4,28.7,36.7,64.6,0
CASE205745,78.64,63,1,2,3,PRODUCT_NOT_AS_DESCRIBED,1,0,0,1,0,0,1,0,0,1,4,48.6,9.8,27.1,63.4,0
CASE205746,44.16,908,1,1,19,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,1,0,1,1,7,75.1,72.9,78.4,69.7,1
CASE205747,79.06,711,1,0,13,PRODUCT_NOT_RECEIVED,0,0,1,1,1,1,1,1,1,0,7,81.3,87.9,16.4,78.4,1
CASE205748,44.33,220,1,0,2,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,79.7,100.0,23.5,90.1,1
CASE205749,73.04,807,1,1,17,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,1,9,95.7,78.8,35.2,85.3,1
CASE205750,45.91,151,1,1,4,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,0,0,0,6,53.2,59.1,24.5,76.7,1
CASE205751,23.92,161,3,2,4,DUPLICATE_TRANSACTION,1,0,1,0,0,1,1,0,0,0,4,30.7,50.7,102.0,51.0,0
CASE205752,90.91,551,0,2,9,FRAUDULENT_TRANSACTION,0,1,1,1,0,1,1,1,1,1,8,82.1,89.9,58.7,67.9,1
CASE205753,23.35,425,1,1,7,REFUND_NOT_RECEIVED,1,0,0,0,1,1,0,0,1,1,5,46.8,37.2,92.8,56.1,0
CASE205754,65.02,449,1,0,12,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,0,1,1,1,1,7,63.7,83.9,18.1,70.6,1
CASE205755,42.58,2231,0,1,24,PRODUCT_NOT_RECEIVED,1,1,1,1,0,0,1,1,1,0,7,67.3,70.5,241.6,60.7,0
CASE205756,135.35,131,2,2,3,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,0,0,7,76.0,72.7,38.5,64.4,0
CASE205757,90.97,1392,0,1,27,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,0,1,1,0,8,81.0,65.9,33.7,67.2,0
CASE205758,42.6,1365,1,2,19,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,82.2,97.5,17.0,88.5,1
CASE205759,44.88,902,1,0,13,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,0,1,0,1,7,58.6,55.3,39.5,87.6,1
CASE205760,48.74,884,2,1,16,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,0,0,1,1,8,79.4,57.9,65.3,76.0,1
CASE205761,70.56,401,0,1,11,FRAUDULENT_TRANSACTION,1,1,0,0,0,1,1,0,1,1,6,62.2,66.5,47.5,67.9,0
CASE205762,31.09,105,0,1,3,DUPLICATE_TRANSACTION,0,1,1,0,1,1,0,1,0,1,6,63.4,40.4,35.7,69.8,1
CASE205763,130.08,410,1,1,11,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,1,0,1,8,90.8,52.3,37.8,90.2,1
CASE205764,88.33,1502,1,3,22,DUPLICATE_TRANSACTION,1,0,1,1,0,0,1,1,1,0,6,66.4,84.4,37.1,51.2,1
CASE205765,61.64,601,3,2,11,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,1,0,1,0,1,0,5,48.8,56.0,35.2,55.7,0
CASE205766,47.35,742,2,0,16,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,0,0,1,7,75.9,49.9,61.1,55.0,1
CASE205767,52.73,1597,1,0,28,FRAUDULENT_TRANSACTION,1,0,1,0,0,1,1,0,1,1,6,59.2,76.4,82.7,64.0,0
CASE205768,21.18,594,1,4,11,PRODUCT_NOT_RECEIVED,0,0,0,1,0,1,0,0,0,1,3,31.7,30.0,93.7,39.1,0
CASE205769,62.6,161,1,2,2,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,1,1,1,0,1,0,6,54.8,77.3,34.3,71.4,1
CASE205770,132.69,1122,1,0,16,PRODUCT_NOT_RECEIVED,0,1,0,0,1,1,1,1,0,1,6,61.9,69.3,65.3,73.2,1
CASE205771,143.34,1111,0,0,24,DUPLICATE_TRANSACTION,1,1,0,1,1,1,1,0,1,0,7,71.6,64.3,56.5,64.4,1
CASE205772,21.72,585,1,3,5,TRANSACTION_NOT_RECOGNIZED,0,1,0,0,0,0,1,1,0,1,4,30.6,57.2,75.1,69.0,0
CASE205773,50.17,535,2,1,8,DUPLICATE_TRANSACTION,1,1,0,1,0,0,1,0,1,0,5,41.0,49.5,111.4,65.3,0
CASE205774,71.45,389,0,0,11,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,1,1,1,1,1,8,75.4,100.0,71.6,39.7,1
CASE205775,45.06,924,0,1,15,PRODUCT_NOT_RECEIVED,0,0,1,0,1,1,1,1,1,1,7,63.5,100.0,96.3,63.4,0
CASE205776,29.04,1464,1,0,37,FRAUDULENT_TRANSACTION,0,0,0,1,0,1,1,0,1,1,5,44.9,81.8,47.6,74.3,0
CASE205777,22.03,437,0,2,7,REFUND_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,87.5,100.0,28.2,84.2,1
CASE205778,166.38,518,2,2,17,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,0,8,90.9,91.9,36.0,73.2,1
CASE205779,35.12,98,3,1,1,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,0,1,1,1,1,9,97.8,65.5,52.2,64.7,0
CASE205780,67.97,726,0,0,8,FRAUDULENT_TRANSACTION,0,0,0,0,1,0,1,0,1,1,4,43.5,44.4,69.7,64.7,0
CASE205781,37.96,995,2,1,10,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,0,1,1,1,0,7,71.0,73.0,72.6,65.3,0
CASE205782,19.02,479,1,2,8,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,1,1,1,9,91.2,92.2,10.4,83.8,1
CASE205783,12.65,112,3,2,3,PRODUCT_NOT_RECEIVED,0,1,1,1,1,0,1,1,0,1,7,69.1,46.2,51.1,63.2,0
CASE205784,104.62,1461,1,0,23,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,93.4,100.0,28.9,80.0,0
CASE205785,41.02,613,1,0,9,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,1,1,1,9,89.6,100.0,16.1,86.9,0
CASE205786,44.59,1192,1,2,21,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,0,1,1,8,73.7,70.3,15.5,89.6,0
CASE205787,189.52,768,1,1,12,REFUND_NOT_RECEIVED,1,1,0,1,1,1,1,1,1,1,9,88.6,100.0,19.9,56.7,0
CASE205788,122.79,571,1,3,8,FRAUDULENT_TRANSACTION,1,1,0,1,1,0,1,0,1,1,7,63.3,49.3,37.1,94.5,1
CASE205789,18.29,520,0,0,15,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,0,1,1,9,96.9,63.1,50.3,66.2,0
CASE205790,51.56,613,1,1,9,REFUND_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,1,9,92.3,100.0,43.9,76.7,1
CASE205791,74.24,502,0,2,3,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,80.1,96.3,26.8,74.9,1
CASE205792,110.72,378,0,0,12,PRODUCT_NOT_RECEIVED,1,0,0,1,0,1,1,1,1,1,7,62.9,100.0,58.4,75.4,1
CASE205793,66.56,690,3,1,16,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,100.0,98.1,13.3,84.1,1
CASE205794,76.73,641,2,0,8,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,0,1,0,7,68.7,86.0,57.9,65.4,1
CASE205795,23.62,746,0,2,16,PRODUCT_NOT_RECEIVED,1,0,0,0,1,0,1,1,0,1,5,49.8,39.4,31.2,72.8,0
CASE205796,26.11,591,1,2,9,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,1,1,0,1,0,0,5,50.4,53.4,26.9,72.2,0
CASE205797,148.45,1076,1,4,24,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,0,1,1,8,86.7,65.0,88.7,63.8,1
CASE205798,26.87,397,0,1,12,REFUND_NOT_RECEIVED,0,0,0,1,0,1,0,0,0,0,2,13.8,29.7,26.9,54.6,0
CASE205799,12.01,1549,0,1,20,PRODUCT_NOT_RECEIVED,1,0,1,0,1,1,1,0,1,1,7,69.7,69.5,47.8,61.7,1
CASE205800,5.0,1071,1,2,15,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,0,0,7,77.3,77.0,12.9,53.3,0
CASE205801,50.66,1416,1,4,29,REFUND_NOT_RECEIVED,0,1,1,0,0,1,0,1,0,1,5,50.4,45.1,69.7,59.1,0
CASE205802,59.47,1066,1,3,19,PRODUCT_NOT_AS_DESCRIBED,1,0,0,0,1,0,0,0,1,0,3,34.2,24.7,32.4,50.6,0
CASE205803,70.48,210,0,1,1,FRAUDULENT_TRANSACTION,1,0,1,0,0,1,1,1,0,1,6,57.7,72.7,77.5,52.2,0
CASE205804,71.12,177,0,0,3,DUPLICATE_TRANSACTION,1,1,1,1,0,1,1,1,0,0,7,71.8,80.3,38.3,62.4,0
CASE205805,58.11,712,0,2,15,DUPLICATE_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,90.6,100.0,25.6,73.0,1
CASE205806,23.13,1106,0,1,18,PRODUCT_NOT_RECEIVED,1,1,0,1,1,0,1,1,1,1,8,76.4,73.7,28.2,88.3,1
CASE205807,41.4,533,0,0,7,PRODUCT_NOT_RECEIVED,1,1,1,1,0,1,1,1,0,1,8,91.3,76.7,48.7,56.6,1
CASE205808,30.3,1271,0,1,29,DUPLICATE_TRANSACTION,1,0,1,0,1,1,0,0,1,1,6,57.8,48.3,47.9,56.8,1
CASE205809,17.69,52,0,2,2,TRANSACTION_NOT_RECOGNIZED,1,0,1,0,0,1,1,1,1,1,7,58.8,100.0,26.4,57.7,0
CASE205810,61.35,1332,3,6,25,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,0,1,1,1,0,1,7,65.4,65.1,13.5,55.8,0
CASE205811,27.37,737,0,4,11,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,0,0,1,1,8,73.8,54.2,36.3,73.8,1
CASE205812,52.1,1148,1,1,14,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,0,1,1,1,8,86.9,64.7,72.5,75.7,1
CASE205813,49.66,87,0,1,3,DUPLICATE_TRANSACTION,1,1,1,1,1,0,0,1,0,1,7,59.4,20.9,67.4,53.6,0
CASE205814,36.84,1812,1,1,34,PRODUCT_NOT_RECEIVED,1,1,1,0,0,0,1,1,1,1,7,65.4,68.7,248.5,69.6,0
CASE205815,28.47,1826,0,0,28,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,0,9,76.6,96.6,9.0,60.7,0
CASE205816,30.38,461,2,2,6,PRODUCT_NOT_AS_DESCRIBED,1,1,0,0,1,1,0,0,1,0,5,49.2,62.6,32.5,67.8,0
CASE205817,53.49,38,1,3,1,DUPLICATE_TRANSACTION,1,1,1,0,1,0,0,1,0,1,6,76.7,16.6,93.6,63.7,1
CASE205818,49.92,907,0,1,11,PRODUCT_NOT_RECEIVED,1,0,0,0,1,1,1,0,1,0,5,57.6,84.8,21.2,45.7,0
CASE205819,94.49,1492,1,1,23,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,1,1,1,1,0,1,7,62.5,58.4,13.7,63.6,1
CASE205820,206.3,1017,0,0,21,TRANSACTION_NOT_RECOGNIZED,0,1,0,0,1,1,1,1,0,1,6,62.1,78.6,53.9,51.9,1
CASE205821,43.54,347,2,0,5,TRANSACTION_NOT_RECOGNIZED,0,0,1,0,1,1,1,0,0,1,5,46.9,46.7,40.9,61.0,0
CASE205822,25.86,1550,0,4,37,DUPLICATE_TRANSACTION,1,1,1,0,0,1,0,1,1,1,7,55.9,69.3,22.5,53.9,1
CASE205823,51.11,1351,0,1,30,REFUND_NOT_RECEIVED,0,0,1,0,0,1,1,0,1,1,5,40.5,61.6,42.1,43.7,0
CASE205824,19.95,2016,1,2,39,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,0,1,0,0,1,0,4,39.9,52.3,61.9,46.0,0
CASE205825,77.71,750,0,0,12,PRODUCT_NOT_RECEIVED,0,0,1,1,0,1,0,1,1,1,6,62.0,68.7,59.2,49.0,1
CASE205826,29.23,391,4,2,8,PRODUCT_NOT_RECEIVED,1,0,1,0,1,1,1,1,1,1,8,82.9,100.0,51.0,77.8,0
CASE205827,84.99,1173,1,0,20,FRAUDULENT_TRANSACTION,1,0,1,1,1,0,1,1,0,0,6,55.7,50.3,72.8,63.6,0
CASE205828,39.51,540,0,2,8,REFUND_NOT_RECEIVED,0,0,0,1,1,0,1,1,1,1,6,60.4,62.2,96.9,53.6,1
CASE205829,17.13,1519,0,1,20,REFUND_NOT_RECEIVED,1,1,0,1,0,0,0,1,1,1,6,63.7,63.3,9.6,57.1,1
CASE205830,116.19,131,0,2,4,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,0,1,1,1,1,1,7,75.7,89.7,58.2,54.6,0
CASE205831,91.06,314,0,3,7,PRODUCT_NOT_RECEIVED,0,0,1,0,1,1,1,0,1,1,6,59.3,78.1,37.4,63.7,0
CASE205832,40.42,156,1,0,2,FRAUDULENT_TRANSACTION,1,0,1,1,1,1,1,1,1,1,9,90.5,100.0,21.1,62.7,0
CASE205833,48.81,901,0,5,15,FRAUDULENT_TRANSACTION,0,0,0,0,1,1,1,1,1,0,5,48.5,98.9,79.3,61.1,0
CASE205834,48.79,800,1,2,21,FRAUDULENT_TRANSACTION,1,0,0,0,1,1,1,1,1,1,7,77.9,98.0,60.0,74.7,1
CASE205835,109.64,1164,2,1,20,FRAUDULENT_TRANSACTION,1,1,0,0,1,0,1,1,1,0,6,63.0,76.1,37.9,62.7,0
