customer_id,account_age_days,total_orders,successful_orders,cancelled_orders,previous_returns,previous_refunds,previous_chargebacks,customer_chargeback_rate,customer_return_rate,average_order_value,transaction_id,transaction_amount,payment_method,transaction_hour,is_international,orders_last_24h,amount_vs_customer_avg,device_age_days,multiple_accounts_same_device,ip_country_match,billing_shipping_match,login_after_purchase,product_shipped,delivery_confirmed,otp_verified,tracking_available,chargeback_occurred
CUST123426,1309,15,15,0,1,1,1,0.0667,0.0667,64.05,TXN1010094,34.64,paypal,13,0,1,0.541,244,0,1,1,0,1,1,0,0,1
CUST126072,1688,21,20,1,1,1,0,0.0,0.0476,67.36,TXN1010095,50.0,credit_card,10,0,0,0.742,783,0,1,1,0,1,1,0,0,1
CUST123379,1031,7,7,0,0,0,0,0.0,0.0,27.45,TXN1010096,17.54,debit_card,14,1,0,0.639,229,1,1,1,0,1,1,1,1,1
CUST123755,1956,25,23,2,0,0,1,0.04,0.0,60.02,TXN1010097,73.11,credit_card,16,0,1,1.218,293,0,1,0,0,1,1,1,0,1
CUST117802,630,3,3,0,0,0,0,0.0,0.0,18.1,TXN1010098,16.68,debit_card,9,0,0,0.922,536,0,0,1,0,1,1,1,0,1
CUST121453,349,7,6,1,1,1,0,0.0,0.1429,74.81,TXN1010099,35.43,wallet,11,0,0,0.474,143,0,0,1,0,1,1,1,1,1
CUST110264,1431,13,13,0,0,0,0,0.0,0.0,136.5,TXN1010100,110.95,debit_card,16,0,0,0.813,534,0,1,1,0,1,1,1,1,0
CUST131152,545,10,9,1,0,0,1,0.1,0.0,35.43,TXN1010101,17.61,paypal,12,0,0,0.497,345,0,1,1,0,1,1,1,1,1
CUST126031,159,3,3,0,0,0,0,0.0,0.0,34.74,TXN1010102,55.06,credit_card,21,0,1,1.585,622,0,1,0,1,1,1,0,1,1
CUST127039,450,7,6,1,0,0,0,0.0,0.0,25.15,TXN1010103,24.21,debit_card,15,0,1,0.963,333,0,1,1,0,1,0,0,1,0
CUST104789,360,8,8,0,2,2,0,0.0,0.25,32.28,TXN1010104,46.21,paypal,7,0,0,1.432,961,0,1,0,0,1,1,1,1,1
CUST114306,1119,13,13,0,0,0,2,0.1538,0.0,124.07,TXN1010105,210.63,debit_card,7,0,0,1.698,347,0,1,1,0,1,0,1,1,1
CUST113485,256,6,6,0,2,2,0,0.0,0.3333,70.58,TXN1010106,57.76,credit_card,19,1,0,0.818,718,0,1,1,0,1,0,1,1,1
CUST108376,1774,19,18,1,0,0,0,0.0,0.0,52.93,TXN1010107,33.84,paypal,12,1,0,0.639,131,0,1,1,0,0,0,0,0,1
CUST115986,171,2,2,0,0,0,0,0.0,0.0,19.97,TXN1010108,7.18,paypal,15,0,0,0.36,278,0,1,1,0,1,1,1,1,0
CUST115794,1316,17,16,1,3,2,1,0.0588,0.1765,88.21,TXN1010109,219.71,credit_card,16,1,0,2.491,537,0,1,1,0,1,1,1,1,0
CUST129588,74,3,3,0,0,0,0,0.0,0.0,84.41,TXN1010110,100.18,credit_card,12,0,0,1.187,313,0,1,1,0,1,1,1,1,0
CUST122041,412,9,9,0,0,0,1,0.1111,0.0,71.41,TXN1010111,85.73,debit_card,9,0,0,1.201,789,0,1,1,0,1,1,1,0,0
CUST129002,1535,25,24,1,0,0,0,0.0,0.0,51.82,TXN1010112,53.03,debit_card,17,0,1,1.023,142,0,1,1,0,1,1,1,0,0
CUST127360,1063,13,13,0,2,2,0,0.0,0.1538,17.39,TXN1010113,46.68,paypal,14,0,0,2.684,209,0,1,1,0,1,0,1,1,0
CUST113100,451,8,8,0,1,1,0,0.0,0.125,58.74,TXN1010114,78.13,credit_card,14,0,0,1.33,398,0,0,1,0,1,1,1,1,1
CUST125115,726,16,15,1,3,1,0,0.0,0.1875,84.06,TXN1010115,141.03,paypal,11,0,2,1.678,352,0,1,1,0,1,1,1,1,0
CUST113418,906,15,14,1,3,1,0,0.0,0.2,46.42,TXN1010116,49.74,wallet,20,0,0,1.072,133,0,1,0,0,1,1,0,1,1
CUST101060,1126,23,23,0,2,2,1,0.0435,0.087,34.69,TXN1010117,47.99,debit_card,11,0,1,1.383,123,0,1,1,0,1,1,1,1,1
CUST102714,2184,33,33,0,1,1,1,0.0303,0.0303,25.96,TXN1010118,27.73,credit_card,13,0,0,1.068,51,0,1,1,0,1,1,1,1,0
CUST113915,1893,18,17,1,1,1,0,0.0,0.0556,134.8,TXN1010119,155.07,credit_card,16,0,0,1.15,1026,0,1,1,0,1,1,1,1,0
CUST127855,262,3,3,0,0,0,0,0.0,0.0,86.31,TXN1010120,53.97,credit_card,16,1,0,0.625,191,0,1,1,1,1,1,1,1,0
CUST122581,1047,20,20,0,1,0,0,0.0,0.05,32.84,TXN1010121,49.47,bank_transfer,19,0,0,1.506,484,0,0,0,0,1,1,1,0,1
CUST106831,747,10,9,1,0,0,0,0.0,0.0,39.64,TXN1010122,41.26,debit_card,8,1,0,1.041,170,1,1,1,0,1,1,1,0,1
CUST115700,2451,28,28,0,0,0,1,0.0357,0.0,27.84,TXN1010123,16.96,credit_card,6,0,1,0.609,352,0,0,1,0,1,1,1,1,1
CUST113781,597,6,6,0,1,1,0,0.0,0.1667,67.0,TXN1010124,61.04,credit_card,12,0,1,0.911,701,0,1,1,0,1,1,1,0,0
CUST118298,1068,7,7,0,1,1,0,0.0,0.1429,72.1,TXN1010125,47.63,credit_card,9,0,2,0.661,484,0,1,1,0,1,1,1,1,0
CUST121613,902,15,15,0,0,0,0,0.0,0.0,115.9,TXN1010126,116.49,credit_card,3,0,0,1.005,446,1,1,1,0,1,1,0,1,0
CUST118837,155,5,5,0,0,0,1,0.2,0.0,23.75,TXN1010127,21.26,debit_card,15,0,2,0.895,717,0,1,1,0,1,0,1,0,1
CUST128594,1772,19,19,0,1,1,0,0.0,0.0526,34.23,TXN1010128,22.67,debit_card,10,0,0,0.662,204,0,1,1,0,1,1,1,1,0
CUST131062,1136,15,15,0,1,1,0,0.0,0.0667,26.19,TXN1010129,68.26,paypal,23,0,1,2.606,336,0,1,1,0,1,0,1,1,0
CUST129769,1335,15,12,3,2,1,0,0.0,0.1333,51.02,TXN1010130,44.1,debit_card,19,1,0,0.864,551,0,1,0,0,0,0,0,0,1
CUST123733,501,13,13,0,0,0,0,0.0,0.0,28.69,TXN1010131,17.44,credit_card,8,0,1,0.608,191,0,1,1,0,1,1,1,1,0
CUST119743,981,13,12,1,2,0,1,0.0769,0.1538,21.08,TXN1010132,43.46,debit_card,6,0,1,2.062,165,0,1,1,0,1,1,1,1,1
CUST109087,551,6,6,0,0,0,0,0.0,0.0,44.2,TXN1010133,51.4,credit_card,11,0,1,1.163,186,0,1,1,0,1,1,0,1,0
CUST130405,278,3,3,0,0,0,0,0.0,0.0,73.05,TXN1010134,52.13,credit_card,15,0,0,0.714,289,0,1,1,0,1,1,0,1,0
CUST131013,296,6,6,0,1,1,0,0.0,0.1667,41.48,TXN1010135,61.88,wallet,7,0,2,1.492,291,0,1,1,0,1,1,1,1,0
CUST109277,1703,20,20,0,1,1,1,0.05,0.05,89.86,TXN1010136,99.54,paypal,1,1,1,1.108,204,0,1,1,0,1,1,1,0,1
CUST111214,1548,20,20,0,0,0,0,0.0,0.0,53.74,TXN1010137,75.22,debit_card,19,0,1,1.4,81,1,1,0,0,1,1,1,1,0
CUST129672,1165,16,15,1,0,0,0,0.0,0.0,76.6,TXN1010138,91.66,debit_card,12,0,1,1.197,89,0,1,1,0,1,1,1,1,0
CUST123530,1265,19,18,1,1,0,1,0.0526,0.0526,89.18,TXN1010139,115.32,credit_card,17,0,0,1.293,226,0,1,1,0,0,0,1,0,0
CUST118619,1426,17,15,2,1,0,1,0.0588,0.0588,61.95,TXN1010140,99.45,credit_card,13,0,1,1.605,252,0,0,1,0,1,0,0,1,0
CUST119112,866,10,10,0,1,1,0,0.0,0.1,172.23,TXN1010141,245.41,wallet,16,0,1,1.425,404,0,1,0,1,1,0,0,1,1
CUST111547,1199,12,11,1,1,0,0,0.0,0.0833,33.92,TXN1010142,79.73,debit_card,5,0,0,2.351,506,0,1,1,0,1,1,1,1,0
CUST108411,246,7,7,0,0,0,0,0.0,0.0,31.44,TXN1010143,18.3,debit_card,12,0,0,0.582,324,0,1,1,0,1,1,1,1,1
CUST107294,697,12,12,0,2,2,0,0.0,0.1667,53.47,TXN1010144,36.52,bank_transfer,4,0,1,0.683,133,0,0,1,0,1,1,1,1,0
CUST122034,813,8,7,1,0,0,1,0.125,0.0,41.91,TXN1010145,35.69,wallet,12,0,1,0.852,233,0,1,1,0,1,1,1,1,0
CUST124075,378,8,7,1,2,1,1,0.125,0.25,20.71,TXN1010146,39.56,credit_card,13,0,1,1.91,300,1,0,1,0,1,0,0,1,1
CUST118530,839,17,17,0,2,1,1,0.0588,0.1176,45.69,TXN1010147,37.75,wallet,13,1,1,0.826,97,0,1,1,0,1,1,1,1,1
CUST106535,628,16,15,1,2,1,3,0.1875,0.125,40.44,TXN1010148,110.8,wallet,6,0,1,2.74,217,0,1,1,0,1,1,1,1,1
CUST107968,1535,28,25,3,0,0,3,0.1071,0.0,48.46,TXN1010149,57.98,paypal,8,0,0,1.196,194,0,1,0,0,1,1,0,1,0
CUST131042,1582,16,15,1,0,0,0,0.0,0.0,56.72,TXN1010150,90.37,debit_card,22,0,0,1.593,1478,0,1,1,0,1,1,1,0,0
CUST120997,661,15,15,0,3,2,1,0.0667,0.2,15.87,TXN1010151,9.89,debit_card,20,0,1,0.623,385,1,1,1,0,1,0,1,1,0
CUST105559,365,4,3,1,0,0,0,0.0,0.0,63.44,TXN1010152,48.98,credit_card,15,0,0,0.772,296,0,1,1,0,1,1,1,1,0
CUST127694,249,4,4,0,1,1,0,0.0,0.25,42.44,TXN1010153,47.21,paypal,17,0,0,1.112,101,0,1,1,0,1,0,1,1,0
CUST108499,1481,10,10,0,1,1,0,0.0,0.1,38.39,TXN1010154,57.56,credit_card,13,0,1,1.499,267,0,0,1,0,1,1,1,1,0
CUST128318,1800,23,23,0,1,0,1,0.0435,0.0435,43.03,TXN1010155,44.51,credit_card,20,1,1,1.034,509,0,1,1,0,1,1,1,1,1
CUST110364,1743,27,26,1,3,2,2,0.0741,0.1111,66.41,TXN1010156,81.53,credit_card,8,1,0,1.228,127,0,1,1,0,1,1,1,0,1
CUST122421,323,5,4,1,1,1,0,0.0,0.2,111.7,TXN1010157,84.33,wallet,11,0,0,0.755,177,0,1,0,0,1,1,1,1,1
CUST130627,936,12,12,0,2,2,0,0.0,0.1667,27.42,TXN1010158,21.83,credit_card,11,0,0,0.796,429,0,1,1,0,1,0,1,1,1
CUST104840,435,4,4,0,0,0,0,0.0,0.0,140.02,TXN1010159,106.8,credit_card,5,0,0,0.763,20,0,1,1,0,1,1,0,1,0
CUST103427,1444,16,16,0,0,0,0,0.0,0.0,21.23,TXN1010160,38.77,paypal,21,0,2,1.826,146,0,1,1,0,1,1,0,1,0
CUST107500,764,13,12,1,0,0,0,0.0,0.0,37.97,TXN1010161,20.25,debit_card,18,1,0,0.533,285,0,1,0,0,1,1,1,1,1
CUST112323,1846,23,22,1,3,1,1,0.0435,0.1304,49.09,TXN1010162,47.01,credit_card,21,0,0,0.958,216,0,1,1,0,1,1,1,0,1
CUST111441,784,10,10,0,1,1,1,0.1,0.1,39.99,TXN1010163,64.1,paypal,10,0,1,1.603,279,0,1,1,1,1,1,0,1,1
CUST102948,979,6,6,0,1,1,1,0.1667,0.1667,133.3,TXN1010164,315.78,credit_card,2,0,0,2.369,501,0,1,1,0,1,1,0,1,1
CUST127054,643,12,11,1,0,0,1,0.0833,0.0,44.29,TXN1010165,94.64,credit_card,2,1,0,2.137,966,0,1,1,0,1,0,1,1,0
CUST103772,1840,21,18,3,0,0,0,0.0,0.0,76.94,TXN1010166,157.56,credit_card,12,0,1,2.048,725,0,1,1,0,1,1,1,1,1
CUST121941,401,10,10,0,1,1,2,0.2,0.1,54.44,TXN1010167,97.04,credit_card,1,0,2,1.783,469,0,1,0,0,1,1,1,1,1
CUST116806,2197,29,28,1,4,2,2,0.069,0.1379,45.21,TXN1010168,55.11,credit_card,14,0,0,1.219,216,0,0,1,0,1,1,1,1,0
CUST124239,186,5,5,0,0,0,0,0.0,0.0,75.08,TXN1010169,70.89,credit_card,17,0,1,0.944,169,0,1,1,0,1,0,1,1,0
CUST102402,353,6,6,0,0,0,1,0.1667,0.0,60.19,TXN1010170,34.6,wallet,13,1,1,0.575,539,0,1,1,0,1,0,1,1,1
CUST105807,907,16,16,0,2,0,1,0.0625,0.125,25.32,TXN1010171,41.71,paypal,14,0,1,1.647,82,1,1,1,0,1,1,1,1,0
CUST109132,841,19,17,2,0,0,2,0.1053,0.0,46.03,TXN1010172,58.48,credit_card,12,1,0,1.27,246,0,1,1,1,1,1,1,0,0
CUST105809,686,8,7,1,1,1,0,0.0,0.125,34.23,TXN1010173,24.18,debit_card,13,0,0,0.706,384,0,1,1,0,1,1,1,1,1
CUST110269,835,7,7,0,1,1,1,0.1429,0.1429,119.91,TXN1010174,88.78,bank_transfer,5,0,0,0.74,647,0,1,0,0,1,1,0,1,1
CUST104095,2057,27,23,4,3,2,0,0.0,0.1111,64.01,TXN1010175,200.96,debit_card,13,0,0,3.14,371,0,1,0,0,1,0,0,1,1
CUST122046,589,10,10,0,0,0,1,0.1,0.0,64.41,TXN1010176,52.82,debit_card,11,1,0,0.82,222,0,0,0,0,1,1,0,1,1
CUST123930,637,11,11,0,0,0,0,0.0,0.0,47.23,TXN1010177,42.3,debit_card,2,0,0,0.896,56,0,1,1,0,1,0,0,1,1
CUST120332,947,12,12,0,2,1,0,0.0,0.1667,133.29,TXN1010178,150.77,credit_card,2,0,0,1.131,30,0,1,1,0,1,1,1,1,0
CUST120322,1485,21,21,0,2,1,0,0.0,0.0952,50.63,TXN1010179,68.76,paypal,5,0,0,1.358,98,0,1,1,0,1,0,1,1,0
CUST100681,1441,23,22,1,2,1,1,0.0435,0.087,90.06,TXN1010180,83.33,credit_card,16,0,0,0.925,160,0,1,1,1,1,1,1,1,1
CUST125345,789,7,7,0,0,0,0,0.0,0.0,63.44,TXN1010181,78.55,wallet,15,0,0,1.238,146,0,0,0,0,1,1,1,1,0
CUST124110,1047,17,16,1,1,1,0,0.0,0.0588,80.7,TXN1010182,88.61,debit_card,13,0,0,1.098,242,0,1,1,0,1,1,1,1,1
CUST114531,956,18,17,1,2,2,0,0.0,0.1111,69.14,TXN1010183,116.27,paypal,11,0,0,1.682,382,0,1,0,1,1,0,1,0,1
CUST104046,1023,22,21,1,2,2,1,0.0455,0.0909,43.1,TXN1010184,22.48,debit_card,13,0,0,0.522,488,0,1,0,0,1,1,1,1,1
CUST111451,1931,25,24,1,3,2,0,0.0,0.12,24.59,TXN1010185,27.36,credit_card,0,0,0,1.113,194,0,1,1,0,1,0,0,1,0
CUST112537,1065,22,21,1,2,1,0,0.0,0.0909,27.09,TXN1010186,20.74,credit_card,11,0,0,0.766,518,1,1,1,0,1,1,1,1,0
CUST102837,838,12,12,0,2,2,0,0.0,0.1667,155.32,TXN1010187,420.09,debit_card,13,0,0,2.705,134,0,1,1,0,1,1,1,1,0
CUST115717,915,15,15,0,1,1,2,0.1333,0.0667,71.29,TXN1010188,123.65,wallet,22,0,0,1.734,734,0,1,1,0,1,1,1,1,1
CUST104218,569,10,10,0,0,0,0,0.0,0.0,52.79,TXN1010189,60.15,credit_card,7,0,2,1.139,38,0,1,1,0,1,0,0,1,0
CUST128648,1331,18,17,1,1,1,1,0.0556,0.0556,29.54,TXN1010190,26.43,wallet,14,0,0,0.895,440,0,1,1,1,1,0,0,0,1
CUST116251,1186,13,13,0,3,3,0,0.0,0.2308,48.96,TXN1010191,43.64,bank_transfer,14,0,1,0.891,456,0,1,1,0,1,1,1,1,0
CUST111287,835,16,15,1,2,2,2,0.125,0.125,68.98,TXN1010192,60.08,bank_transfer,12,0,2,0.871,415,0,1,1,0,1,0,1,1,0
CUST126076,367,8,8,0,2,2,0,0.0,0.25,42.26,TXN1010193,74.04,credit_card,12,0,1,1.752,681,0,1,0,0,1,1,1,1,1
CUST131029,814,6,6,0,0,0,0,0.0,0.0,22.37,TXN1010194,14.75,debit_card,22,0,0,0.659,1009,0,1,1,0,1,1,1,1,0
CUST111249,1959,22,21,1,2,1,0,0.0,0.0909,42.94,TXN1010195,49.37,debit_card,11,0,0,1.15,1011,0,1,1,0,1,0,1,1,1
CUST119622,763,7,7,0,0,0,1,0.1429,0.0,35.74,TXN1010196,21.62,credit_card,19,0,0,0.605,442,0,1,1,0,1,1,1,1,1
CUST119843,1497,25,25,0,0,0,0,0.0,0.0,166.59,TXN1010197,255.81,debit_card,13,0,1,1.536,584,0,1,1,0,1,1,1,1,0
CUST116576,1203,10,10,0,0,0,0,0.0,0.0,92.45,TXN1010198,103.41,wallet,11,0,0,1.119,20,0,1,1,0,1,1,1,1,1
CUST116059,792,10,10,0,1,1,0,0.0,0.1,39.76,TXN1010199,38.73,debit_card,14,0,1,0.974,307,0,1,1,0,1,1,1,1,0
CUST118803,485,11,10,1,0,0,0,0.0,0.0,51.29,TXN1010200,78.02,credit_card,10,0,0,1.521,56,0,1,1,0,1,0,1,0,1
CUST105641,1544,18,18,0,2,1,1,0.0556,0.1111,23.49,TXN1010201,45.24,bank_transfer,17,0,0,1.926,197,1,0,1,0,1,1,1,1,0
CUST106130,2923,31,31,0,1,1,2,0.0645,0.0323,99.74,TXN1010202,79.16,debit_card,17,0,1,0.794,265,1,1,1,0,1,1,0,1,1
CUST123417,891,16,15,1,1,1,0,0.0,0.0625,49.75,TXN1010203,63.03,paypal,11,0,0,1.267,228,0,1,1,0,1,1,1,1,1
CUST119627,872,10,9,1,0,0,1,0.1,0.0,92.32,TXN1010204,84.23,credit_card,14,1,0,0.912,541,0,1,1,0,1,1,0,0,0
CUST103687,651,13,13,0,1,1,0,0.0,0.0769,48.92,TXN1010205,36.05,bank_transfer,20,0,0,0.737,820,0,1,1,0,1,1,0,1,1
CUST125500,1129,16,15,1,2,1,0,0.0,0.125,84.58,TXN1010206,108.05,credit_card,16,0,0,1.277,72,0,1,1,0,1,0,1,1,0
CUST104544,205,5,5,0,0,0,0,0.0,0.0,108.57,TXN1010207,103.78,wallet,11,0,1,0.956,132,0,1,1,0,1,1,1,0,1
CUST106977,1839,15,14,1,2,1,0,0.0,0.1333,62.53,TXN1010208,50.28,credit_card,16,0,0,0.804,225,0,1,1,0,1,1,1,1,1
CUST129759,1416,8,8,0,2,1,0,0.0,0.25,83.71,TXN1010209,96.89,credit_card,11,0,1,1.157,214,0,0,0,0,1,1,1,1,0
CUST122262,2108,25,25,0,1,0,1,0.04,0.04,62.06,TXN1010210,58.7,credit_card,20,1,2,0.946,397,1,0,0,0,1,1,0,1,0
CUST128206,590,9,9,0,2,0,1,0.1111,0.2222,39.62,TXN1010211,24.87,debit_card,7,0,0,0.628,337,0,1,1,0,1,1,0,1,0
CUST130764,587,5,5,0,1,1,0,0.0,0.2,83.37,TXN1010212,85.78,debit_card,16,0,1,1.029,86,0,1,1,0,1,1,1,0,0
CUST113460,756,10,8,2,0,0,0,0.0,0.0,83.82,TXN1010213,99.63,paypal,12,0,0,1.189,267,0,1,1,0,1,1,1,1,0
CUST112230,961,11,11,0,1,1,0,0.0,0.0909,19.25,TXN1010214,32.6,credit_card,13,0,0,1.694,505,0,1,1,0,1,1,1,1,1
CUST110259,628,4,4,0,0,0,0,0.0,0.0,30.33,TXN1010215,28.53,paypal,17,0,0,0.941,495,0,1,1,0,1,1,1,1,0
CUST106709,963,12,12,0,0,0,0,0.0,0.0,46.44,TXN1010216,83.3,paypal,13,0,1,1.794,908,0,0,1,0,1,1,1,1,1
CUST120816,268,4,4,0,0,0,0,0.0,0.0,46.57,TXN1010217,154.37,credit_card,16,0,1,3.315,784,0,1,1,0,1,1,1,1,0
CUST119618,419,10,9,1,0,0,0,0.0,0.0,52.74,TXN1010218,35.45,credit_card,21,0,2,0.672,380,0,1,1,1,1,1,1,1,1
CUST109854,380,5,5,0,0,0,0,0.0,0.0,115.95,TXN1010219,56.1,debit_card,16,0,0,0.484,324,0,1,1,0,1,1,0,1,0
CUST107223,759,11,11,0,1,1,0,0.0,0.0909,23.83,TXN1010220,42.92,credit_card,21,0,0,1.801,872,0,1,1,0,1,1,1,1,1
CUST111629,157,3,3,0,0,0,0,0.0,0.0,80.43,TXN1010221,96.84,paypal,11,0,0,1.204,52,0,1,0,0,1,1,1,1,0
CUST116357,1232,19,18,1,3,2,0,0.0,0.1579,23.0,TXN1010222,15.08,credit_card,6,1,0,0.656,340,0,1,1,0,1,1,1,1,1
CUST113091,797,16,15,1,3,2,1,0.0625,0.1875,37.24,TXN1010223,19.6,paypal,10,0,1,0.526,220,0,1,1,0,0,0,1,0,1
CUST106132,3023,42,39,3,8,6,4,0.0952,0.1905,27.1,TXN1010224,31.89,credit_card,12,0,1,1.177,601,0,1,1,1,1,0,1,1,0
CUST107108,1591,25,25,0,4,3,3,0.12,0.16,62.72,TXN1010225,57.33,credit_card,10,0,0,0.914,273,0,0,1,0,1,1,1,1,1
CUST117985,754,13,11,2,0,0,2,0.1538,0.0,105.58,TXN1010226,243.16,debit_card,15,0,0,2.303,606,0,1,1,0,1,1,1,1,1
CUST107028,805,12,11,1,0,0,0,0.0,0.0,34.32,TXN1010227,21.3,wallet,15,1,0,0.621,514,0,1,1,0,1,1,1,1,1
CUST128375,1203,13,12,1,0,0,0,0.0,0.0,73.86,TXN1010228,191.42,credit_card,13,0,1,2.592,556,0,1,1,0,1,1,1,1,0
CUST114663,1421,20,19,1,1,0,1,0.05,0.05,38.19,TXN1010229,55.46,paypal,19,0,0,1.452,220,0,1,0,0,1,1,0,1,0
CUST121238,874,15,15,0,1,1,0,0.0,0.0667,76.33,TXN1010230,50.86,debit_card,16,0,1,0.666,694,0,1,1,0,1,1,1,1,0
CUST113084,321,9,7,2,1,1,2,0.2222,0.1111,42.18,TXN1010231,66.16,credit_card,9,0,0,1.569,212,0,0,1,1,1,1,0,0,1
CUST109181,342,4,4,0,0,0,0,0.0,0.0,20.28,TXN1010232,9.18,credit_card,6,0,0,0.453,356,0,1,1,0,1,1,1,1,0
CUST101101,753,6,5,1,0,0,0,0.0,0.0,22.36,TXN1010233,12.75,credit_card,12,0,2,0.57,463,0,1,1,0,1,1,0,1,0
CUST110189,1217,17,17,0,2,0,2,0.1176,0.1176,52.62,TXN1010234,45.87,wallet,18,0,1,0.872,305,1,1,1,0,1,1,1,0,1
CUST104454,735,14,13,1,0,0,0,0.0,0.0,23.33,TXN1010235,23.29,credit_card,11,0,0,0.998,530,0,1,1,0,1,1,1,1,1
CUST121441,334,7,6,1,1,1,0,0.0,0.1429,64.97,TXN1010236,51.44,paypal,9,0,1,0.792,739,0,0,1,0,1,1,1,1,0
CUST122647,1518,27,27,0,2,1,1,0.037,0.0741,162.21,TXN1010237,135.76,bank_transfer,4,0,5,0.837,633,0,1,1,0,1,1,0,0,1
CUST112411,1022,10,8,2,3,0,0,0.0,0.3,58.24,TXN1010238,163.49,debit_card,10,1,0,2.807,973,0,0,0,1,1,1,1,0,1
CUST128663,811,10,10,0,1,1,1,0.1,0.1,137.7,TXN1010239,186.14,credit_card,0,0,0,1.352,978,0,1,1,0,1,1,0,1,1
CUST131601,834,24,22,2,1,1,0,0.0,0.0417,58.3,TXN1010240,46.03,debit_card,16,0,0,0.79,505,0,1,1,0,1,1,1,0,0
CUST123801,42,3,3,0,0,0,0,0.0,0.0,22.59,TXN1010241,26.85,credit_card,7,0,0,1.189,176,1,1,1,0,0,0,1,0,1
CUST116292,115,2,2,0,0,0,0,0.0,0.0,127.13,TXN1010242,203.61,credit_card,16,0,0,1.602,134,1,1,0,0,1,1,0,0,1
CUST129748,1487,15,14,1,1,1,0,0.0,0.0667,24.22,TXN1010243,21.28,bank_transfer,10,0,1,0.879,213,0,1,1,0,1,1,1,1,0
CUST116527,2744,35,35,0,8,5,1,0.0286,0.2286,89.55,TXN1010244,104.42,credit_card,14,0,1,1.166,225,0,1,1,0,1,1,0,1,1
CUST121418,1627,25,24,1,1,1,1,0.04,0.04,56.29,TXN1010245,44.01,credit_card,8,0,1,0.782,2123,1,0,1,0,1,1,1,1,0
CUST130312,1135,15,14,1,2,2,2,0.1333,0.1333,22.84,TXN1010246,8.98,debit_card,8,0,0,0.393,118,0,1,1,0,1,1,1,1,1
CUST126594,1526,15,15,0,2,2,0,0.0,0.1333,33.59,TXN1010247,23.89,wallet,16,0,0,0.711,517,0,1,0,0,1,1,1,1,1
CUST121080,1280,23,21,2,4,1,1,0.0435,0.1739,30.4,TXN1010248,47.37,credit_card,12,0,0,1.558,137,0,1,1,0,0,0,1,0,0
CUST129624,1022,10,9,1,1,1,0,0.0,0.1,82.38,TXN1010249,55.62,wallet,11,1,0,0.675,176,0,1,1,0,1,1,0,1,1
CUST100358,226,7,6,1,1,1,0,0.0,0.1429,46.83,TXN1010250,59.0,paypal,16,0,0,1.26,73,0,1,1,0,1,1,0,0,0
CUST118284,1470,27,25,2,0,0,0,0.0,0.0,58.72,TXN1010251,27.87,paypal,3,0,0,0.475,1072,0,1,1,0,1,0,1,1,0
CUST118025,509,10,9,1,2,2,0,0.0,0.2,61.1,TXN1010252,49.74,credit_card,4,0,2,0.814,286,0,1,1,0,1,0,1,1,0
CUST111922,3002,42,39,3,3,2,3,0.0714,0.0714,136.8,TXN1010253,388.7,paypal,12,1,0,2.841,963,0,1,1,1,1,1,1,1,0
CUST123402,965,10,9,1,0,0,0,0.0,0.0,74.51,TXN1010254,56.21,paypal,13,0,0,0.754,132,0,1,1,0,1,1,1,1,1
CUST125225,1762,30,30,0,0,0,3,0.1,0.0,95.21,TXN1010255,98.18,debit_card,19,0,0,1.031,153,0,1,1,1,1,0,0,1,1
CUST122906,539,7,6,1,0,0,0,0.0,0.0,27.81,TXN1010256,21.97,credit_card,17,0,0,0.79,276,0,1,1,0,1,1,1,1,1
CUST100292,1699,21,21,0,1,1,0,0.0,0.0476,28.23,TXN1010257,8.64,credit_card,21,0,0,0.306,650,0,1,1,0,1,1,1,0,0
CUST121120,603,10,7,3,0,0,1,0.1,0.0,74.85,TXN1010258,37.22,bank_transfer,10,0,2,0.497,575,0,1,1,0,0,0,0,0,0
CUST120958,1117,16,16,0,1,1,1,0.0625,0.0625,212.8,TXN1010259,406.03,bank_transfer,6,0,2,1.908,328,0,1,1,0,1,1,1,1,1
CUST108690,555,13,12,1,1,1,0,0.0,0.0769,73.82,TXN1010260,69.5,bank_transfer,17,0,0,0.941,505,0,1,1,0,1,1,1,1,0
CUST118422,653,3,2,1,0,0,1,0.3333,0.0,56.49,TXN1010261,111.77,credit_card,10,0,1,1.979,302,0,1,1,0,1,0,1,1,1
CUST101725,661,12,11,1,0,0,0,0.0,0.0,78.26,TXN1010262,203.97,debit_card,17,0,0,2.606,326,0,1,1,0,1,1,1,1,0
CUST108093,1288,20,18,2,0,0,2,0.1,0.0,33.16,TXN1010263,35.52,wallet,11,0,1,1.071,310,0,1,1,0,1,0,1,0,1
CUST117273,1856,28,28,0,1,1,0,0.0,0.0357,129.76,TXN1010264,161.34,credit_card,15,0,0,1.243,1109,0,1,1,0,1,1,1,1,1
CUST129431,366,6,6,0,1,1,1,0.1667,0.1667,32.65,TXN1010265,33.61,paypal,9,0,2,1.029,125,1,1,1,0,0,0,1,0,1
CUST101964,1393,12,12,0,0,0,1,0.0833,0.0,186.86,TXN1010266,73.41,credit_card,16,0,0,0.393,289,0,1,1,0,1,1,1,1,1
CUST115321,678,9,9,0,1,0,0,0.0,0.1111,68.05,TXN1010267,32.72,debit_card,13,0,1,0.481,250,0,1,0,0,1,0,0,1,1
